Session_ID,User_ID,Content_ID,View_Date,Watch_Duration_Minutes,Completion_Percentage,Paused_Times,Rewatched_Flag,Time_of_Day,Device_Type
S123534,U0025,C14937,14/06/2023,99,99,1,N,Evening,Tablet
S466392,U0025,C11938,22/10/2023,37,64,1,Y,Evening,Tablet
S596072,U0026,C09299,02/12/2025,568,94,1,Y,Morning,Mobile
S815590,U0026,C09480,02/11/2022,18,28,0,N,Morning,Mobile
S672997,U0026,C05472,07/11/2024,22,31,2,N,Morning,Mobile
S809687,U0026,C03751,17/01/2024,240,40,0,Y,Evening,Mobile
S648811,U0026,C04081,25/01/2022,2396,99,1,Y,Night,Mobile
S560497,U0026,C10454,26/10/2024,1155,64,3,N,Morning,Mobile
S410962,U0026,C03758,24/04/2024,485,80,2,N,Afternoon,Mobile
S764262,U0026,C04384,04/02/2024,166,27,3,Y,Night,Mobile
S900205,U0026,C09912,29/07/2023,31,56,3,N,Morning,Mobile
S627135,U0026,C15931,27/05/2024,29,32,2,N,Evening,Mobile
S838392,U0026,C13134,23/09/2022,19,20,1,N,Night,Mobile
S400272,U0026,C06367,08/06/2023,2835,59,2,Y,Morning,Mobile
S493949,U0026,C14330,11/11/2023,59,100,1,N,Night,Mobile
S724908,U0026,C17355,09/06/2024,944,78,2,N,Evening,Mobile
S304119,U0026,C03644,15/08/2024,175,29,0,N,Evening,Mobile
S913817,U0027,C10688,17/03/2022,10,11,3,Y,Evening,Tablet
S336556,U0027,C13506,02/08/2025,49,40,3,Y,Afternoon,Tablet
S810642,U0027,C03015,10/02/2023,21,23,0,N,Evening,Tablet
S411427,U0027,C07246,05/05/2022,58,57,1,N,Afternoon,Tablet
S531106,U0027,C00362,09/09/2025,213,35,2,N,Evening,Tablet
S183143,U0027,C07841,16/11/2025,87,82,1,Y,Night,Tablet
S637180,U0027,C08346,06/08/2025,1134,94,2,N,Morning,Tablet
S285845,U0027,C11236,21/06/2025,19,22,1,Y,Night,Tablet
S302702,U0027,C13980,11/05/2025,45,48,3,N,Afternoon,Tablet
S383994,U0027,C02097,30/08/2023,9,8,1,N,Night,Tablet
S870657,U0027,C15080,13/10/2025,83,91,3,N,Morning,Tablet
S353409,U0027,C07059,15/04/2024,63,53,0,N,Afternoon,Tablet
S692772,U0027,C11099,08/03/2025,54,100,2,Y,Night,Tablet
S105858,U0027,C02560,10/12/2024,814,45,2,Y,Night,Tablet
S895545,U0027,C13477,03/10/2022,46,35,3,N,Morning,Tablet
S523035,U0028,C12043,09/05/2023,28,30,0,Y,Afternoon,Mobile
S356640,U0028,C06847,26/08/2025,650,54,3,Y,Evening,Mobile
S807002,U0028,C07359,04/01/2023,85,72,0,N,Evening,Mobile
S993077,U0028,C06444,22/02/2023,28,34,0,Y,Evening,Mobile
S951816,U0028,C17529,04/12/2025,44,50,0,N,Morning,Mobile
S310198,U0028,C08420,04/02/2022,430,71,3,Y,Night,Mobile
S485768,U0028,C12860,17/12/2023,47,27,2,Y,Morning,Mobile
S421314,U0028,C15420,13/05/2025,57,72,0,N,Afternoon,Mobile
S337794,U0028,C06878,27/06/2022,119,85,3,N,Night,Mobile
S471918,U0028,C02902,06/10/2024,75,75,2,N,Morning,Mobile
S663468,U0028,C17200,24/05/2024,10,100,2,Y,Evening,Mobile
S694358,U0028,C04991,11/09/2025,1083,36,1,N,Evening,Mobile
S489166,U0028,C13891,14/03/2024,55,33,3,Y,Night,Mobile
S210734,U0028,C12085,09/12/2024,8,9,1,Y,Evening,Mobile
S151054,U0028,C12366,25/05/2025,103,94,3,Y,Evening,Mobile
S550930,U0029,C08710,07/12/2022,1031,85,3,N,Morning,Smart TV
S707256,U0029,C01070,10/11/2023,33,29,2,Y,Evening,Smart TV
S396846,U0029,C16041,14/01/2024,66,82,0,Y,Evening,Smart TV
S858334,U0029,C16772,18/01/2022,99,98,0,N,Afternoon,Smart TV
S781054,U0029,C08257,26/11/2023,67,68,2,Y,Afternoon,Smart TV
S963913,U0029,C08609,02/02/2022,1045,87,0,Y,Night,Smart TV
S144937,U0029,C02398,14/02/2022,53,50,2,N,Afternoon,Smart TV
S235194,U0029,C09236,17/02/2025,399,66,1,Y,Evening,Smart TV
S621516,U0029,C14045,29/03/2023,11,12,2,N,Evening,Smart TV
S176517,U0029,C03540,01/10/2022,298,49,0,N,Night,Smart TV
S406732,U0029,C13632,30/10/2022,70,95,0,Y,Night,Smart TV
S283406,U0029,C08567,21/07/2024,3595,99,2,N,Afternoon,Smart TV
S597140,U0029,C10573,13/09/2023,33,42,0,Y,Afternoon,Smart TV
S264657,U0029,C02708,08/11/2023,11,68,0,Y,Night,Smart TV
S754203,U0029,C14751,10/12/2023,75,72,0,Y,Afternoon,Smart TV
S782150,U0030,C11293,21/11/2023,56,60,3,N,Evening,Smart TV
S327087,U0030,C08432,30/12/2022,38,71,3,Y,Night,Smart TV
S993895,U0030,C09349,07/02/2024,23,3,3,Y,Afternoon,Smart TV
S803614,U0030,C12004,03/12/2025,97,84,2,N,Night,Smart TV
S177815,U0030,C06848,16/01/2024,13,11,2,Y,Afternoon,Smart TV
S144988,U0030,C13662,11/01/2025,11,10,1,Y,Afternoon,Smart TV
S648393,U0030,C13485,08/01/2023,61,46,3,N,Evening,Smart TV
S828331,U0030,C06734,17/03/2024,35,36,2,Y,Afternoon,Smart TV
S221148,U0030,C14476,18/01/2024,598,99,1,Y,Afternoon,Smart TV
S127468,U0030,C03494,30/01/2025,56,83,3,Y,Afternoon,Smart TV
S860238,U0030,C07462,29/04/2023,50,47,0,Y,Evening,Smart TV
S946995,U0030,C01164,28/09/2024,99,83,0,N,Night,Smart TV
S911991,U0030,C11514,29/11/2022,7,12,0,Y,Morning,Smart TV
S456912,U0030,C00366,22/09/2022,55,64,1,Y,Night,Smart TV
S480430,U0030,C08903,07/03/2024,33,60,1,N,Night,Smart TV
S510907,U0031,C04929,30/04/2025,45,41,1,Y,Night,Tablet
S111973,U0031,C07289,29/12/2022,31,57,1,Y,Evening,Tablet
S290025,U0031,C03757,05/09/2023,524,87,0,N,Night,Tablet
S865379,U0031,C04046,11/04/2023,175,29,3,Y,Evening,Tablet
S749776,U0031,C00293,31/05/2022,3801,90,3,N,Night,Tablet
S414977,U0031,C17786,05/03/2022,515,85,2,N,Afternoon,Tablet
S816813,U0031,C11331,05/06/2024,5,25,1,N,Evening,Tablet
S467792,U0031,C11773,03/09/2024,26,28,1,N,Morning,Tablet
S957598,U0031,C16785,28/08/2022,44,91,0,N,Morning,Tablet
S494451,U0031,C09090,20/03/2024,2139,89,3,N,Night,Tablet
S339460,U0031,C05996,11/10/2023,44,50,3,Y,Night,Tablet
S735177,U0031,C14336,25/12/2024,500,27,1,Y,Night,Tablet
S604427,U0031,C13004,14/01/2022,118,86,0,N,Night,Tablet
S698158,U0031,C09901,10/08/2025,437,72,3,Y,Night,Tablet
S110100,U0031,C09663,01/01/2024,32,36,0,Y,Night,Tablet
S315814,U0032,C01130,05/09/2023,593,98,2,N,Morning,Laptop
S241727,U0032,C03788,02/07/2024,49,44,1,N,Night,Laptop
S830885,U0032,C11544,20/11/2024,81,82,3,N,Night,Laptop
S790020,U0032,C02391,20/09/2025,58,57,1,Y,Night,Laptop
S652453,U0032,C12632,26/11/2022,38,64,0,N,Evening,Laptop
S178348,U0032,C14575,11/10/2023,69,75,0,N,Morning,Laptop
S208439,U0032,C02355,07/09/2024,98,8,2,Y,Night,Laptop
S168510,U0032,C16516,06/04/2022,273,45,3,N,Evening,Laptop
S894707,U0032,C01365,06/10/2025,17,16,0,Y,Afternoon,Laptop
S625676,U0032,C04377,02/01/2022,29,33,3,N,Evening,Laptop
S777751,U0032,C01613,15/02/2023,195,16,2,N,Afternoon,Laptop
S444377,U0032,C09117,29/12/2023,9,21,2,N,Afternoon,Laptop
S918693,U0032,C10468,14/03/2025,20,55,1,N,Night,Laptop
S140617,U0032,C14261,29/04/2024,77,96,3,Y,Afternoon,Laptop
S448003,U0032,C06753,08/09/2023,132,75,1,Y,Night,Laptop
S241077,U0033,C16628,20/12/2025,409,68,1,N,Morning,Tablet
S688769,U0033,C05920,19/10/2023,86,85,2,Y,Evening,Tablet
S216606,U0033,C03600,17/02/2022,90,7,3,N,Afternoon,Tablet
S708786,U0033,C08527,23/01/2025,71,50,1,Y,Morning,Tablet
S523710,U0033,C15125,12/02/2024,46,35,1,Y,Evening,Tablet
S201674,U0033,C12105,13/03/2023,9,11,0,Y,Evening,Tablet
S215165,U0033,C15374,05/01/2023,50,50,3,Y,Afternoon,Tablet
S519713,U0033,C00088,09/09/2022,51,2,1,Y,Night,Tablet
S588497,U0033,C12716,05/02/2024,5,13,3,N,Morning,Tablet
S667287,U0033,C11393,13/10/2023,42,42,2,N,Night,Tablet
S658986,U0033,C10577,30/05/2025,393,65,3,N,Morning,Tablet
S405314,U0033,C17102,30/04/2025,23,41,2,N,Night,Tablet
S333518,U0033,C07181,08/04/2022,18,23,2,N,Night,Tablet
S120895,U0033,C12618,11/04/2022,54,45,2,Y,Afternoon,Tablet
S321054,U0033,C07926,09/11/2025,56,41,1,N,Morning,Tablet
S403172,U0034,C07536,18/05/2025,435,72,2,N,Night,Mobile
S614716,U0034,C06016,05/11/2023,66,56,2,Y,Night,Mobile
S304587,U0034,C12825,28/05/2025,61,38,0,N,Night,Mobile
S365214,U0034,C14092,21/01/2022,66,72,3,N,Night,Mobile
S117770,U0034,C00042,25/07/2025,75,61,2,Y,Evening,Mobile
S987202,U0034,C09695,21/01/2023,282,47,0,Y,Afternoon,Mobile
S771895,U0034,C00060,25/07/2022,350,58,3,N,Night,Mobile
S337138,U0034,C02850,22/06/2024,19,20,0,Y,Morning,Mobile
S190110,U0034,C11482,15/05/2025,85,93,1,N,Morning,Mobile
S958196,U0034,C14805,26/05/2024,83,83,3,Y,Afternoon,Mobile
S169495,U0034,C06398,27/10/2024,85,90,0,N,Evening,Mobile
S584333,U0034,C06492,25/12/2022,47,50,0,Y,Afternoon,Mobile
S449546,U0034,C13752,24/07/2022,40,39,0,N,Morning,Mobile
S801595,U0034,C06187,10/06/2025,27,21,3,N,Afternoon,Mobile
S988985,U0034,C14863,05/07/2025,55,64,1,N,Evening,Mobile
S377196,U0035,C04136,10/06/2025,395,65,0,Y,Evening,Laptop
S210659,U0035,C13538,31/05/2022,7,14,1,N,Evening,Laptop
S469402,U0035,C15817,13/04/2024,48,39,3,N,Afternoon,Laptop
S416111,U0035,C11425,22/03/2023,65,71,1,N,Morning,Laptop
S817920,U0035,C04910,18/01/2022,46,39,0,Y,Evening,Laptop
S238661,U0035,C02914,06/02/2023,346,57,1,Y,Afternoon,Laptop
S845767,U0035,C00719,19/02/2024,570,95,3,N,Night,Laptop
S414388,U0035,C00117,26/08/2025,479,79,0,Y,Afternoon,Laptop
S102610,U0035,C00034,26/09/2024,29,27,0,N,Evening,Laptop
S496261,U0035,C00645,19/07/2024,784,43,3,N,Morning,Laptop
S388174,U0035,C00699,28/04/2025,475,39,0,N,Night,Laptop
S698930,U0035,C08782,26/02/2022,60,67,0,Y,Night,Laptop
S131228,U0035,C13997,12/10/2023,100,84,0,N,Morning,Laptop
S742734,U0035,C13499,25/07/2023,13,2,0,Y,Evening,Laptop
S515853,U0035,C04624,05/12/2025,30,22,2,Y,Evening,Laptop
S963145,U0036,C01384,03/01/2023,48,88,2,N,Morning,Tablet
S238032,U0036,C16043,02/04/2025,39,43,2,N,Afternoon,Tablet
S167703,U0036,C06352,11/03/2023,374,62,2,N,Afternoon,Tablet
S123201,U0036,C09533,10/03/2022,121,74,2,Y,Night,Tablet
S432123,U0036,C03558,20/04/2022,20,19,2,Y,Morning,Tablet
S303269,U0036,C13284,16/04/2025,29,70,2,Y,Night,Tablet
S527109,U0036,C14324,29/05/2022,44,77,0,Y,Night,Tablet
S901196,U0036,C16806,12/11/2022,37,61,0,N,Morning,Tablet
S103198,U0036,C09738,24/01/2025,52,86,3,N,Night,Tablet
S623349,U0036,C08233,21/12/2025,47,60,0,N,Night,Tablet
S367717,U0036,C01771,21/08/2025,110,73,0,Y,Evening,Tablet
S172148,U0036,C05605,04/12/2022,24,24,1,Y,Afternoon,Tablet
S239181,U0036,C06356,30/10/2022,42,42,0,N,Morning,Tablet
S100103,U0036,C05680,13/03/2023,219,18,1,N,Afternoon,Tablet
S171091,U0036,C00269,09/10/2022,89,14,3,N,Night,Tablet
S132279,U0037,C07652,02/08/2025,33,37,0,Y,Morning,Smart TV
S830554,U0037,C00292,29/12/2022,593,98,2,N,Evening,Smart TV
S645215,U0037,C08052,24/04/2022,16,13,0,N,Afternoon,Smart TV
S172368,U0037,C10682,25/02/2022,662,55,1,Y,Afternoon,Smart TV
S531441,U0037,C05595,11/08/2022,81,84,0,N,Evening,Smart TV
S254812,U0037,C10267,04/09/2023,88,96,3,Y,Evening,Smart TV
S118835,U0037,C07512,16/10/2025,14,16,0,N,Night,Smart TV
S363282,U0037,C07775,22/08/2025,50,74,0,N,Afternoon,Smart TV
S467314,U0037,C11872,03/04/2025,39,43,1,Y,Morning,Smart TV
S175329,U0037,C10835,06/09/2023,5,10,1,Y,Morning,Smart TV
S254944,U0037,C14413,14/09/2024,19,17,0,Y,Morning,Smart TV
S487523,U0037,C12265,01/10/2025,40,44,1,Y,Night,Smart TV
S254146,U0037,C01715,09/08/2022,235,39,2,Y,Afternoon,Smart TV
S489733,U0037,C15766,15/10/2023,11,22,0,Y,Afternoon,Smart TV
S687936,U0037,C06363,26/07/2024,78,72,1,Y,Night,Smart TV
S918266,U0038,C06117,22/02/2022,11,13,1,Y,Afternoon,Mobile
S242906,U0038,C01366,11/11/2023,74,73,2,N,Afternoon,Mobile
S692103,U0038,C17375,19/12/2025,61,78,0,Y,Afternoon,Mobile
S419758,U0038,C15888,22/10/2025,71,63,3,N,Evening,Mobile
S200361,U0038,C16426,11/01/2023,43,87,2,Y,Afternoon,Mobile
S624040,U0038,C14804,26/05/2024,86,94,2,Y,Night,Mobile
S842982,U0038,C08223,01/10/2022,42,40,3,N,Night,Mobile
S431728,U0038,C00081,14/12/2024,40,41,3,Y,Evening,Mobile
S707999,U0038,C03269,22/08/2024,23,26,2,Y,Evening,Mobile
S911688,U0038,C00757,07/08/2024,32,32,0,N,Afternoon,Mobile
S672627,U0038,C01021,09/12/2023,55,9,2,Y,Morning,Mobile
S826312,U0038,C15512,29/03/2022,79,13,3,N,Afternoon,Mobile
S372645,U0038,C13387,19/07/2024,13,41,1,Y,Morning,Mobile
S150179,U0038,C05430,23/12/2022,343,57,1,N,Evening,Mobile
S745640,U0038,C14335,19/09/2024,33,33,2,Y,Evening,Mobile
S264254,U0039,C05442,28/02/2025,93,60,2,Y,Afternoon,Tablet
S139552,U0039,C07268,28/03/2024,86,82,2,N,Morning,Tablet
S993431,U0039,C12301,13/06/2024,24,19,0,Y,Night,Tablet
S729537,U0039,C03654,12/01/2024,148,24,2,N,Evening,Tablet
S945730,U0039,C07121,14/08/2024,332,55,0,Y,Morning,Tablet
S409842,U0039,C10552,25/01/2025,15,15,3,N,Evening,Tablet
S821869,U0039,C10313,22/01/2023,91,98,2,N,Afternoon,Tablet
S469021,U0039,C08062,06/10/2025,39,38,2,Y,Evening,Tablet
S318334,U0039,C01397,04/12/2023,4956,91,2,Y,Morning,Tablet
S872226,U0039,C04537,07/11/2022,389,64,2,N,Evening,Tablet
S112736,U0039,C04803,04/11/2024,54,51,2,N,Evening,Tablet
S831223,U0039,C10234,16/08/2022,474,79,0,Y,Afternoon,Tablet
S291236,U0039,C02963,29/01/2023,285,23,3,N,Afternoon,Tablet
S704182,U0039,C00172,09/07/2025,470,78,1,N,Evening,Tablet
S642701,U0039,C12578,16/07/2025,398,66,1,Y,Afternoon,Tablet
S291590,U0040,C14441,09/08/2022,82,74,1,Y,Evening,Laptop
S563590,U0040,C00430,06/02/2025,28,32,3,Y,Afternoon,Laptop
S423254,U0040,C10503,22/01/2022,22,31,2,N,Morning,Laptop
S690376,U0040,C16467,11/11/2022,6,100,0,N,Evening,Laptop
S702199,U0040,C10687,17/11/2022,114,84,0,Y,Afternoon,Laptop
S404739,U0040,C05160,26/09/2024,94,81,2,Y,Night,Laptop
S943736,U0040,C07901,12/12/2025,298,49,0,Y,Evening,Laptop
S172888,U0040,C07752,05/02/2023,61,70,2,N,Evening,Laptop
S703408,U0040,C14093,01/09/2022,31,25,2,N,Afternoon,Laptop
S713810,U0040,C17285,08/02/2024,7,29,1,Y,Night,Laptop
S751663,U0040,C17748,26/11/2023,327,54,1,Y,Afternoon,Laptop
S311167,U0040,C13795,06/04/2024,27,30,0,Y,Evening,Laptop
S509836,U0040,C10985,05/08/2022,21,1,0,N,Afternoon,Laptop
S303164,U0040,C00468,14/10/2024,25,23,1,Y,Night,Laptop
S579157,U0040,C14577,21/10/2024,23,25,0,N,Morning,Laptop
S703863,U0041,C06985,30/09/2025,14,43,0,Y,Evening,Laptop
S186982,U0041,C15313,24/02/2022,21,23,0,Y,Morning,Laptop
S508104,U0041,C12941,07/03/2025,68,68,0,N,Morning,Laptop
S152655,U0041,C02293,21/06/2023,1785,74,2,Y,Afternoon,Laptop
S127245,U0041,C13958,12/08/2023,60,84,1,N,Evening,Laptop
S678440,U0041,C11197,04/01/2022,321,53,3,N,Night,Laptop
S241163,U0041,C10368,18/05/2023,401,66,0,N,Afternoon,Laptop
S701582,U0041,C13242,27/03/2022,67,58,3,Y,Morning,Laptop
S535793,U0041,C06933,25/02/2025,68,58,3,N,Morning,Laptop
S257388,U0041,C00327,16/04/2024,34,33,2,N,Evening,Laptop
S130912,U0041,C03101,14/12/2025,126,94,3,Y,Night,Laptop
S579638,U0041,C09794,13/08/2024,28,4,1,N,Morning,Laptop
S133571,U0041,C11129,13/01/2025,652,54,1,Y,Night,Laptop
S903285,U0041,C07801,25/09/2022,12,12,2,Y,Night,Laptop
S327441,U0041,C02127,23/08/2025,20,34,0,N,Evening,Laptop
S779536,U0042,C11110,21/09/2024,545,90,0,N,Morning,Mobile
S478458,U0042,C16614,18/12/2022,81,64,1,Y,Afternoon,Mobile
S965009,U0042,C17131,08/03/2023,862,71,2,Y,Night,Mobile
S910880,U0042,C16190,18/12/2023,30,41,3,Y,Afternoon,Mobile
S379590,U0042,C14674,02/02/2025,20,18,0,N,Night,Mobile
S526956,U0042,C03940,22/04/2025,64,65,2,N,Evening,Mobile
S116002,U0042,C11931,05/03/2023,68,70,1,N,Afternoon,Mobile
S309093,U0042,C03168,13/08/2023,560,93,0,Y,Night,Mobile
S862910,U0042,C02741,21/11/2024,125,79,3,N,Night,Mobile
S659515,U0042,C17469,30/08/2023,52,75,2,N,Morning,Mobile
S390472,U0042,C12233,14/04/2022,18,10,0,N,Afternoon,Mobile
S162654,U0042,C09026,13/02/2022,48,28,3,Y,Evening,Mobile
S402365,U0042,C00353,25/12/2022,271,11,2,Y,Afternoon,Mobile
S181728,U0042,C04822,13/08/2025,21,20,1,N,Afternoon,Mobile
S749649,U0042,C12903,25/01/2024,14,43,3,Y,Evening,Mobile
S644570,U0043,C00098,19/10/2025,43,33,3,N,Morning,Laptop
S801804,U0043,C14152,17/01/2025,9,100,1,Y,Night,Laptop
S937458,U0043,C16966,12/06/2022,34,32,3,N,Night,Laptop
S682912,U0043,C04723,18/08/2025,397,22,3,N,Evening,Laptop
S894614,U0043,C17754,13/08/2023,7,1,2,N,Evening,Laptop
S680151,U0043,C10115,21/05/2024,462,77,2,N,Night,Laptop
S563645,U0043,C10832,19/05/2022,95,93,2,N,Afternoon,Laptop
S568139,U0043,C03066,28/04/2022,39,30,2,Y,Evening,Laptop
S196562,U0043,C11982,14/07/2023,12,10,3,N,Night,Laptop
S376200,U0043,C07969,01/04/2024,57,60,3,N,Afternoon,Laptop
S703252,U0043,C03481,02/06/2024,187,31,1,N,Afternoon,Laptop
S922398,U0043,C06121,12/02/2022,69,75,1,Y,Night,Laptop
S287243,U0043,C02871,05/06/2024,1270,26,1,N,Morning,Laptop
S912544,U0043,C14388,23/02/2024,11,22,2,N,Afternoon,Laptop
S316042,U0043,C00884,22/03/2022,77,90,3,N,Morning,Laptop
S664695,U0044,C10803,29/07/2023,7,1,0,N,Night,Mobile
S757248,U0044,C01237,08/05/2024,559,46,0,N,Night,Mobile
S660808,U0044,C14315,30/03/2022,515,85,3,Y,Evening,Mobile
S988108,U0044,C17445,09/12/2025,50,47,3,N,Morning,Mobile
S324185,U0044,C10730,01/10/2022,72,81,3,Y,Night,Mobile
S822622,U0044,C08718,09/07/2024,356,59,2,N,Morning,Mobile
S725639,U0044,C10570,04/07/2023,6,100,1,Y,Night,Mobile
S651156,U0044,C17191,24/03/2022,322,26,3,N,Morning,Mobile
S488902,U0044,C15542,16/02/2022,25,96,2,N,Morning,Mobile
S485664,U0044,C08836,07/01/2024,59,56,3,N,Afternoon,Mobile
S154948,U0044,C07506,06/10/2024,16,17,0,Y,Evening,Mobile
S270609,U0044,C11763,08/06/2023,66,43,2,Y,Afternoon,Mobile
S383075,U0044,C09651,08/12/2024,68,11,2,N,Evening,Mobile
S939561,U0044,C11405,27/05/2025,38,41,2,Y,Night,Mobile
S557864,U0044,C04185,07/11/2023,277,46,3,Y,Evening,Mobile
S921458,U0045,C01014,15/07/2023,5,3,1,Y,Evening,Tablet
S575934,U0045,C12214,04/05/2025,21,56,1,N,Evening,Tablet
S818172,U0045,C08844,24/01/2024,173,28,2,N,Evening,Tablet
S791781,U0045,C00028,08/05/2024,54,48,0,N,Morning,Tablet
S428860,U0045,C02539,25/07/2022,30,32,3,N,Night,Tablet
S453874,U0045,C05372,30/05/2024,317,52,1,Y,Evening,Tablet
S140772,U0045,C12974,20/11/2024,8,8,0,Y,Evening,Tablet
S899559,U0045,C04198,27/12/2023,103,98,3,Y,Night,Tablet
S928423,U0045,C07262,12/09/2025,85,75,0,Y,Morning,Tablet
S917579,U0045,C09343,15/01/2022,408,68,3,Y,Morning,Tablet
S365227,U0045,C17757,07/07/2025,119,74,1,Y,Night,Tablet
S565863,U0045,C12495,03/11/2024,43,45,1,Y,Afternoon,Tablet
S765012,U0045,C09075,06/10/2022,489,81,3,N,Evening,Tablet
S236191,U0045,C16402,22/04/2023,27,29,2,Y,Evening,Tablet
S922474,U0045,C10167,04/05/2025,7,1,2,Y,Morning,Tablet
S634549,U0046,C01584,18/02/2023,276,46,2,N,Night,Mobile
S912997,U0046,C03441,27/03/2025,93,68,0,N,Evening,Mobile
S888990,U0046,C09458,16/02/2025,276,46,0,Y,Evening,Mobile
S554145,U0046,C00632,09/01/2023,21,15,3,Y,Morning,Mobile
S262705,U0046,C16603,07/02/2023,10,22,3,N,Night,Mobile
S358417,U0046,C11425,27/08/2023,19,20,2,Y,Evening,Mobile
S226870,U0046,C12833,28/09/2024,29,21,1,N,Afternoon,Mobile
S385761,U0046,C15935,21/06/2025,463,77,1,Y,Night,Mobile
S616990,U0046,C02434,20/01/2023,17,14,3,N,Afternoon,Mobile
S509413,U0046,C17242,13/04/2023,5,83,0,Y,Evening,Mobile
S661269,U0046,C17022,04/09/2022,12,25,1,Y,Afternoon,Mobile
S921644,U0046,C03839,07/11/2024,153,25,0,Y,Evening,Mobile
S603874,U0046,C00111,23/09/2022,26,26,2,Y,Afternoon,Mobile
S606747,U0046,C09060,05/09/2023,121,99,3,Y,Night,Mobile
S112314,U0046,C08023,16/04/2024,43,52,2,Y,Afternoon,Mobile
S901274,U0047,C12567,29/09/2022,20,46,1,Y,Morning,Mobile
S748741,U0047,C05047,12/12/2024,363,60,2,N,Evening,Mobile
S362367,U0047,C10595,18/04/2024,55,9,0,N,Night,Mobile
S940052,U0047,C06173,18/02/2023,78,79,2,N,Afternoon,Mobile
S829268,U0047,C09015,26/12/2024,377,62,3,N,Morning,Mobile
S560192,U0047,C03406,02/11/2023,41,42,1,Y,Afternoon,Mobile
S967169,U0047,C03070,12/12/2023,84,70,1,N,Evening,Mobile
S507914,U0047,C03451,07/07/2022,30,57,2,Y,Evening,Mobile
S243499,U0047,C13750,07/01/2023,49,75,2,Y,Evening,Mobile
S476918,U0047,C02242,14/11/2022,42,33,1,N,Evening,Mobile
S268556,U0047,C11298,15/06/2025,90,15,3,Y,Afternoon,Mobile
S183766,U0047,C14100,20/08/2025,20,27,3,Y,Morning,Mobile
S361040,U0047,C06611,14/03/2024,1031,85,0,Y,Evening,Mobile
S329200,U0047,C07691,07/11/2024,92,96,2,Y,Afternoon,Mobile
S312290,U0047,C01117,11/10/2023,8,33,1,Y,Morning,Mobile
S425958,U0048,C10964,20/11/2025,257,42,3,Y,Morning,Smart TV
S701548,U0048,C04398,06/09/2024,24,96,3,Y,Afternoon,Smart TV
S980784,U0048,C17238,31/10/2022,66,5,0,Y,Evening,Smart TV
S339388,U0048,C04049,17/01/2024,530,88,3,N,Evening,Smart TV
S717370,U0048,C01504,19/07/2022,374,62,2,Y,Night,Smart TV
S405599,U0048,C12902,31/01/2022,71,78,1,N,Afternoon,Smart TV
S158612,U0048,C10194,13/02/2025,125,20,1,N,Night,Smart TV
S709077,U0048,C06090,09/08/2025,68,78,0,Y,Morning,Smart TV
S334701,U0048,C05700,14/04/2023,9,31,2,Y,Afternoon,Smart TV
S422401,U0048,C00449,27/03/2022,576,32,1,Y,Night,Smart TV
S416040,U0048,C16208,02/03/2022,101,84,1,Y,Night,Smart TV
S951244,U0048,C16004,13/03/2024,59,70,0,Y,Evening,Smart TV
S643221,U0048,C06321,03/02/2022,6,5,2,N,Morning,Smart TV
S500607,U0048,C04595,11/12/2025,23,17,0,N,Afternoon,Smart TV
S644722,U0048,C12730,14/09/2023,5,8,0,N,Night,Smart TV
S316811,U0049,C12271,03/12/2022,47,45,1,N,Morning,Laptop
S720835,U0049,C08390,10/07/2024,7,77,1,Y,Evening,Laptop
S374812,U0049,C03287,05/12/2024,753,62,2,Y,Evening,Laptop
S636055,U0049,C03867,01/05/2024,82,69,0,Y,Afternoon,Laptop
S757761,U0049,C08161,24/06/2022,27,25,1,Y,Evening,Laptop
S394642,U0049,C16485,25/02/2025,7,77,2,N,Evening,Laptop
S971122,U0049,C02460,22/04/2025,46,37,0,Y,Evening,Laptop
S260566,U0049,C07230,15/05/2025,49,49,3,N,Evening,Laptop
S941586,U0049,C09623,24/04/2025,158,26,2,N,Evening,Laptop
S310848,U0049,C07161,30/11/2022,66,70,3,N,Afternoon,Laptop
S875635,U0049,C04682,01/09/2024,62,88,0,N,Morning,Laptop
S249516,U0049,C15273,08/04/2022,75,68,0,N,Morning,Laptop
S802685,U0049,C09245,02/01/2023,21,31,3,Y,Night,Laptop
S937297,U0049,C04334,05/12/2025,62,65,3,N,Morning,Laptop
S703174,U0049,C14390,21/10/2023,91,89,0,Y,Morning,Laptop
S712453,U0050,C15343,05/07/2025,86,86,2,Y,Morning,Laptop
S946543,U0050,C02444,11/08/2022,21,19,3,Y,Evening,Laptop
S672488,U0050,C02282,26/06/2022,1611,67,3,N,Night,Laptop
S677251,U0050,C05854,30/09/2023,43,47,3,N,Night,Laptop
S230324,U0050,C06203,21/04/2025,79,13,3,N,Night,Laptop
S164322,U0050,C10287,05/02/2025,50,58,1,Y,Afternoon,Laptop
S782649,U0050,C10004,02/02/2022,22,16,0,N,Morning,Laptop
S329246,U0050,C10477,27/08/2024,360,60,1,N,Morning,Laptop
S956485,U0050,C00613,09/06/2025,858,23,1,N,Night,Laptop
S795487,U0050,C17142,10/08/2025,979,54,1,N,Afternoon,Laptop
S220462,U0050,C08386,06/10/2022,33,89,2,N,Night,Laptop
S903738,U0050,C14868,01/04/2022,49,54,2,N,Morning,Laptop
S466099,U0050,C12538,13/05/2025,46,47,0,Y,Afternoon,Laptop
S119792,U0050,C14290,25/09/2025,45,44,3,N,Evening,Laptop
S597280,U0050,C13180,18/08/2022,56,47,0,Y,Night,Laptop
